A 	 1 	0 	0 	0 	5 	1 	0 	7 	5 	5 	5 	0 	5 	1 	1 	1 	
A 	 2 	0 	1 	5 	5 	5 	0 	5 	5 	1 	5 	0 	1 	1 	5 	1 	
A 	 3 	0 	5 	5 	5 	5 	0 	5 	5 	5 	5 	0 	5 	5 	5 	1 	
A 	 4 	0 	7 	5 	1 	1 	0 	7 	5 	1 	5 	0 	7 	7 	5 	5 	
A 	 5 	0 	7 	8 	8 	8 	0 	7 	8 	11 	11 	0 	7 	11 	8 	11 	
A 	 6 	0 	7 	8 	6 	11 	0 	7 	11 	8 	6 	0 	7 	7 	11 	8 	
A 	 7 	0 	7 	7 	11 	8 	0 	7 	7 	11 	6 	0 	7 	7 	7 	11 	
A 	 8 	0 	7 	7 	7 	7 	0 	7 	7 	7 	7 	0 	7 	7 	7 	12 	
A 	 9 	0 	7 	7 	7 	7 	0 	7 	7 	7 	7 	0 	7 	7 	7 	12 	
A 	 10 	0 	7 	7 	7 	7 	0 	7 	7 	7 	7 	0 	7 	7 	7 	5 	
A 	 11 	0 	7 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	
A 	 12 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	
B 	 1 	1 	1 	1 	5 	5 	5 	1 	1 	1 	12 	5 	5 	5 	1 	1 	
B 	 2 	1 	1 	5 	5 	5 	5 	5 	1 	5 	5 	5 	5 	5 	1 	5 	
B 	 3 	1 	5 	5 	5 	6 	5 	1 	6 	6 	6 	1 	6 	6 	6 	6 	
B 	 4 	1 	6 	11 	11 	11 	5 	5 	5 	5 	5 	5 	5 	5 	0 	0 	
B 	 5 	5 	5 	0 	0 	5 	5 	5 	0 	6 	11 	6 	5 	6 	8 	8 	
B 	 6 	11 	5 	6 	8 	8 	11 	6 	5 	6 	6 	11 	6 	6 	5 	5 	
B 	 7 	8 	11 	6 	8 	8 	8 	11 	6 	6 	8 	8 	5 	11 	6 	6 	
B 	 8 	5 	5 	11 	6 	6 	7 	5 	11 	11 	6 	7 	7 	0 	11 	6 	
B 	 9 	7 	7 	7 	11 	6 	7 	7 	7 	11 	6 	7 	7 	7 	5 	11 	
B 	 10 	7 	7 	5 	5 	11 	7 	5 	5 	2 	8 	5 	1 	5 	2 	8 	
B 	 11 	1 	1 	5 	2 	2 	1 	1 	5 	5 	2 	1 	1 	1 	5 	2 	
B 	 12 	1 	1 	1 	5 	2 	1 	1 	1 	1 	5 	1 	1 	1 	1 	5 	
C 	 1 	2 	12 	12 	2 	12 	12 	5 	5 	12 	12 	1 	5 	12 	12 	1 	
C 	 2 	1 	1 	1 	1 	1 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	
C 	 3 	8 	8 	8 	8 	8 	6 	8 	8 	8 	8 	6 	6 	6 	8 	8 	
C 	 4 	11 	6 	6 	6 	8 	5 	5 	5 	6 	6 	0 	0 	5 	5 	5 	
C 	 5 	5 	5 	0 	0 	5 	5 	5 	6 	6 	5 	8 	8 	8 	8 	5 	
C 	 6 	6 	6 	8 	8 	5 	8 	8 	6 	5 	6 	5 	5 	5 	6 	8 	
C 	 7 	8 	8 	8 	6 	8 	8 	8 	6 	11 	6 	6 	6 	11 	6 	11 	
C 	 8 	6 	0 	6 	6 	6 	6 	6 	6 	6 	6 	6 	11 	0 	11 	11 	
C 	 9 	6 	6 	6 	0 	11 	8 	8 	6 	6 	11 	6 	8 	8 	8 	8 	
C 	 10 	0 	6 	8 	8 	8 	0 	0 	11 	8 	6 	11 	11 	0 	0 	11 	
C 	 11 	12 	11 	11 	0 	0 	12 	11 	11 	11 	11 	12 	12 	11 	11 	6 	
C 	 12 	2 	12 	12 	11 	6 	2 	12 	12 	12 	11 	2 	12 	12 	12 	11 	
D 	 1 	12 	12 	12 	2 	12 	12 	12 	12 	12 	5 	1 	1 	1 	12 	12 	
D 	 2 	1 	1 	1 	1 	1 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	
D 	 3 	8 	8 	8 	8 	8 	8 	8 	8 	8 	8 	8 	8 	8 	8 	8 	
D 	 4 	8 	8 	8 	6 	6 	8 	8 	8 	6 	11 	6 	6 	6 	5 	5 	
D 	 5 	5 	5 	5 	5 	0 	6 	8 	5 	6 	6 	6 	8 	5 	8 	8 	
D 	 6 	8 	8 	6 	5 	8 	8 	8 	6 	5 	8 	8 	8 	8 	11 	5 	
D 	 7 	8 	8 	8 	11 	6 	8 	8 	11 	0 	0 	0 	0 	0 	0 	6 	
D 	 8 	8 	8 	6 	6 	6 	6 	6 	6 	6 	0 	11 	11 	0 	0 	0 	
D 	 9 	0 	0 	0 	0 	11 	11 	11 	6 	6 	11 	8 	8 	8 	8 	6 	
D 	 10 	8 	8 	8 	6 	11 	8 	6 	6 	11 	11 	11 	0 	11 	0 	0 	
D 	 11 	0 	0 	0 	11 	0 	11 	11 	11 	11 	0 	6 	6 	11 	0 	11 	
D 	 12 	6 	11 	11 	0 	12 	6 	11 	0 	12 	12 	5 	11 	0 	12 	12 	
E 	 1 	12 	2 	5 	5 	1 	5 	12 	12 	1 	1 	1 	1 	1 	1 	5 	
E 	 2 	1 	5 	5 	5 	5 	5 	5 	5 	1 	1 	5 	5 	5 	5 	5 	
E 	 3 	6 	5 	5 	5 	5 	8 	6 	6 	6 	6 	6 	6 	6 	6 	6 	
E 	 4 	11 	11 	11 	11 	1 	5 	5 	5 	5 	5 	0 	0 	0 	0 	5 	
E 	 5 	5 	5 	5 	0 	0 	5 	5 	11 	6 	0 	8 	8 	8 	8 	6 	
E 	 6 	6 	6 	6 	6 	8 	8 	8 	8 	8 	5 	5 	5 	5 	5 	0 	
E 	 7 	8 	8 	6 	0 	0 	6 	6 	6 	6 	11 	11 	6 	11 	11 	0 	
E 	 8 	6 	11 	11 	6 	0 	11 	6 	6 	6 	0 	6 	6 	6 	11 	0 	
E 	 9 	6 	6 	6 	0 	0 	6 	6 	11 	0 	5 	0 	11 	0 	11 	5 	
E 	 10 	11 	0 	11 	11 	5 	0 	0 	11 	8 	5 	0 	0 	8 	2 	5 	
E 	 11 	11 	8 	2 	2 	5 	11 	8 	2 	5 	5 	12 	2 	2 	5 	5 	
E 	 12 	12 	2 	2 	5 	1 	2 	2 	5 	5 	1 	2 	5 	5 	5 	1 	
F 	 1 	1 	1 	5 	0 	0 	5 	5 	5 	1 	6 	5 	1 	1 	5 	7 	
F 	 2 	1 	5 	5 	5 	7 	5 	5 	1 	1 	7 	5 	1 	5 	5 	12 	
F 	 3 	1 	5 	5 	5 	7 	1 	1 	5 	5 	7 	1 	1 	1 	5 	12 	
F 	 4 	1 	1 	1 	1 	7 	5 	5 	1 	6 	7 	5 	5 	5 	6 	12 	
F 	 5 	5 	5 	6 	6 	7 	5 	0 	0 	6 	7 	5 	0 	11 	0 	12 	
F 	 6 	5 	0 	6 	0 	7 	0 	0 	6 	7 	7 	0 	11 	0 	7 	12 	
F 	 7 	0 	11 	11 	7 	7 	0 	6 	11 	7 	7 	0 	11 	7 	7 	12 	
F 	 8 	5 	5 	7 	7 	7 	5 	7 	7 	7 	7 	7 	7 	7 	7 	12 	
F 	 9 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	5 	7 	7 	7 	12 	
F 	 10 	5 	5 	7 	7 	7 	5 	5 	5 	5 	7 	1 	5 	5 	5 	5 	
F 	 11 	1 	5 	5 	5 	1 	1 	5 	5 	5 	1 	1 	5 	5 	5 	1 	
F 	 12 	1 	5 	5 	5 	5 	1 	5 	5 	5 	5 	1 	5 	5 	5 	5 	
G 	 1 	0 	0 	0 	0 	0 	6 	6 	6 	6 	6 	7 	7 	7 	8 	8 	
G 	 2 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	12 	
G 	 3 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	12 	
G 	 4 	7 	7 	7 	8 	0 	7 	7 	6 	0 	0 	7 	8 	0 	0 	12 	
G 	 5 	7 	0 	0 	7 	7 	7 	0 	6 	7 	7 	6 	0 	7 	7 	12 	
G 	 6 	0 	6 	7 	7 	7 	6 	0 	7 	7 	7 	8 	0 	6 	7 	12 	
G 	 7 	7 	0 	0 	7 	7 	7 	6 	0 	6 	7 	7 	7 	0 	0 	6 	
G 	 8 	7 	7 	7 	0 	0 	7 	7 	7 	7 	7 	7 	7 	7 	7 	12 	
G 	 9 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	12 	
G 	 10 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	12 	
G 	 11 	5 	7 	7 	7 	7 	5 	5 	7 	7 	7 	5 	5 	5 	7 	12 	
G 	 12 	1 	5 	5 	5 	7 	1 	5 	5 	5 	6 	1 	5 	5 	5 	0 	
