A 	 1 	0 	0 	0 	0 	0 	0 	3 	3 	3 	3 	0 	3 	5 	5 	5 	
A 	 2 	0 	3 	5 	3 	3 	0 	3 	5 	3 	3 	0 	3 	5 	3 	3 	
A 	 3 	0 	3 	5 	5 	5 	0 	2 	2 	2 	2 	0 	2 	2 	2 	2 	
A 	 4 	0 	2 	2 	2 	2 	0 	2 	2 	2 	2 	0 	2 	2 	2 	2 	
A 	 5 	0 	2 	4 	4 	4 	0 	2 	5 	5 	4 	0 	2 	5 	5 	4 	
A 	 6 	0 	4 	4 	4 	4 	0 	2 	2 	2 	4 	0 	2 	2 	2 	2 	
A 	 7 	0 	2 	2 	2 	2 	0 	2 	2 	2 	2 	0 	2 	2 	2 	2 	
A 	 8 	0 	2 	2 	2 	2 	0 	2 	2 	2 	2 	0 	0 	0 	0 	0 	
B 	 1 	0 	0 	0 	0 	0 	3 	3 	3 	3 	3 	3 	5 	5 	5 	3 	
B 	 2 	3 	5 	3 	3 	3 	3 	5 	5 	5 	3 	3 	3 	3 	5 	3 	
B 	 3 	3 	5 	5 	5 	3 	2 	2 	2 	2 	2 	2 	2 	5 	5 	5 	
B 	 4 	2 	2 	2 	2 	5 	2 	2 	5 	5 	5 	2 	2 	5 	2 	2 	
B 	 5 	2 	2 	5 	5 	5 	4 	2 	2 	2 	2 	4 	4 	1 	1 	1 	
B 	 6 	4 	4 	4 	1 	1 	4 	4 	4 	4 	4 	1 	4 	4 	4 	4 	
B 	 7 	1 	4 	4 	4 	4 	1 	2 	2 	2 	4 	2 	2 	2 	2 	2 	
B 	 8 	2 	2 	2 	2 	2 	2 	2 	2 	2 	2 	0 	0 	0 	0 	0 	
C 	 1 	0 	0 	0 	0 	4 	3 	3 	3 	4 	4 	3 	3 	4 	3 	4 	
C 	 2 	3 	4 	3 	3 	4 	4 	4 	4 	4 	4 	3 	3 	3 	3 	4 	
C 	 3 	3 	3 	3 	3 	4 	2 	2 	2 	2 	4 	2 	5 	5 	5 	2 	
C 	 4 	2 	5 	2 	5 	2 	2 	5 	2 	5 	2 	2 	5 	2 	5 	2 	
C 	 5 	2 	5 	5 	5 	2 	2 	2 	2 	2 	2 	1 	1 	4 	1 	4 	
C 	 6 	1 	4 	4 	1 	4 	4 	4 	1 	1 	1 	4 	4 	1 	3 	1 	
C 	 7 	4 	1 	1 	1 	1 	4 	1 	1 	1 	1 	2 	2 	1 	1 	1 	
C 	 8 	2 	2 	2 	2 	1 	2 	2 	2 	2 	2 	0 	0 	0 	0 	0 	
D 	 1 	0 	0 	0 	0 	0 	3 	3 	5 	5 	5 	3 	3 	5 	3 	5 	
D 	 2 	3 	3 	5 	3 	5 	4 	3 	5 	5 	5 	3 	3 	5 	3 	3 	
D 	 3 	3 	3 	5 	3 	3 	2 	2 	1 	4 	1 	2 	2 	1 	4 	1 	
D 	 4 	2 	2 	1 	4 	1 	2 	1 	1 	4 	1 	2 	4 	4 	4 	4 	
D 	 5 	2 	4 	4 	1 	4 	4 	4 	1 	3 	1 	4 	1 	3 	3 	3 	
D 	 6 	4 	4 	4 	4 	4 	1 	1 	1 	1 	1 	3 	1 	3 	1 	3 	
D 	 7 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	4 	4 	4 	
D 	 8 	1 	1 	4 	4 	4 	2 	2 	2 	2 	2 	0 	0 	0 	0 	0 	
E 	 1 	0 	0 	0 	0 	0 	3 	3 	3 	3 	3 	3 	5 	3 	3 	3 	
E 	 2 	3 	5 	3 	3 	3 	3 	5 	5 	5 	3 	3 	5 	3 	5 	3 	
E 	 3 	3 	5 	3 	5 	3 	1 	2 	2 	2 	2 	1 	2 	2 	2 	2 	
E 	 4 	4 	2 	2 	2 	2 	4 	2 	2 	2 	2 	4 	4 	2 	2 	2 	
E 	 5 	4 	4 	2 	2 	2 	4 	4 	4 	4 	4 	1 	4 	4 	4 	4 	
E 	 6 	4 	3 	1 	3 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	
E 	 7 	1 	1 	1 	1 	4 	1 	1 	1 	1 	4 	4 	4 	1 	1 	4 	
E 	 8 	4 	4 	1 	1 	4 	2 	2 	2 	2 	2 	0 	0 	0 	0 	0 	
F 	 1 	0 	0 	0 	0 	0 	3 	3 	3 	3 	3 	5 	3 	5 	3 	5 	
F 	 2 	3 	3 	5 	3 	5 	5 	3 	5 	3 	5 	5 	3 	5 	3 	5 	
F 	 3 	5 	3 	5 	3 	5 	2 	2 	2 	2 	2 	2 	5 	5 	5 	2 	
F 	 4 	2 	2 	2 	5 	2 	2 	5 	5 	5 	2 	2 	5 	2 	2 	2 	
F 	 5 	2 	5 	5 	5 	2 	4 	2 	2 	2 	2 	4 	4 	4 	5 	5 	
F 	 6 	3 	1 	3 	1 	1 	1 	1 	1 	1 	1 	4 	4 	1 	1 	1 	
F 	 7 	4 	4 	4 	1 	1 	4 	4 	4 	1 	1 	4 	4 	4 	1 	2 	
F 	 8 	4 	2 	2 	2 	2 	2 	2 	2 	2 	2 	0 	0 	0 	0 	0 	
G 	 1 	0 	0 	0 	0 	0 	3 	3 	3 	3 	0 	3 	5 	3 	5 	0 	
G 	 2 	3 	5 	3 	5 	0 	3 	5 	5 	5 	0 	3 	3 	3 	5 	0 	
G 	 3 	3 	5 	5 	5 	0 	2 	2 	2 	2 	0 	5 	5 	5 	2 	0 	
G 	 4 	2 	2 	5 	2 	0 	5 	5 	5 	2 	0 	5 	2 	2 	2 	0 	
G 	 5 	5 	5 	5 	2 	0 	2 	2 	2 	2 	0 	1 	1 	2 	2 	0 	
G 	 6 	1 	1 	1 	2 	0 	1 	1 	2 	2 	0 	1 	1 	2 	2 	0 	
G 	 7 	1 	2 	2 	2 	0 	1 	2 	2 	2 	0 	2 	2 	2 	2 	0 	
G 	 8 	2 	2 	2 	2 	0 	2 	2 	2 	2 	0 	0 	0 	0 	0 	0 	
