A 	 1 	0 	0 	0 	0 	0 	0 	3 	3 	3 	3 	0 	3 	5 	5 	3 	
A 	 2 	0 	3 	5 	5 	5 	0 	3 	5 	5 	5 	0 	3 	5 	5 	4 	
A 	 3 	0 	4 	4 	4 	4 	0 	3 	5 	5 	5 	0 	3 	5 	5 	5 	
A 	 4 	0 	3 	5 	5 	5 	0 	3 	5 	5 	5 	0 	3 	5 	5 	5 	
A 	 5 	0 	3 	5 	3 	3 	0 	3 	3 	3 	4 	0 	0 	0 	0 	0 	
B 	 1 	0 	0 	0 	0 	0 	4 	4 	4 	4 	4 	3 	3 	4 	4 	4 	
B 	 2 	5 	3 	3 	3 	3 	5 	5 	5 	5 	5 	4 	4 	4 	5 	5 	
B 	 3 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	
B 	 4 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	3 	3 	3 	3 	3 	
B 	 5 	3 	4 	4 	4 	4 	4 	4 	4 	4 	4 	0 	0 	0 	0 	0 	
C 	 1 	0 	0 	0 	0 	0 	4 	4 	2 	2 	2 	4 	4 	2 	2 	2 	
C 	 2 	3 	4 	4 	2 	2 	3 	3 	3 	3 	4 	5 	5 	5 	3 	4 	
C 	 3 	5 	5 	5 	3 	3 	5 	5 	5 	5 	5 	5 	5 	5 	3 	3 	
C 	 4 	5 	5 	5 	3 	4 	3 	3 	3 	3 	4 	3 	4 	2 	2 	2 	
C 	 5 	4 	4 	2 	2 	2 	4 	4 	2 	2 	2 	0 	0 	0 	0 	0 	
D 	 1 	0 	0 	0 	0 	0 	2 	2 	2 	2 	0 	2 	2 	2 	2 	0 	
D 	 2 	2 	2 	2 	2 	0 	2 	2 	2 	2 	0 	4 	2 	3 	2 	0 	
D 	 3 	3 	2 	2 	2 	0 	3 	2 	2 	2 	0 	3 	2 	2 	2 	0 	
D 	 4 	2 	2 	3 	2 	0 	2 	2 	2 	2 	0 	2 	2 	2 	2 	0 	
D 	 5 	2 	2 	2 	2 	0 	2 	2 	2 	2 	0 	0 	0 	0 	0 	0 	
